LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DEL-002-03::L-002,EST_DEL-002-03_2026-02-27_0546,NO,L-002,ITEM-002,Design-Structural,PKG-002,DEL-002-03,BIM Technician — CAD/BIM drawing production (36 hr),36,hr,95,3420,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-03 / R-13) + Professional_Staff_Rates.csv (R-13: $95/hr),MED,Drawing production for ~5 anticipated sheets: ground level; mezzanine; roof; crane runway; general notes
DEL-002-03::L-003,EST_DEL-002-03_2026-02-27_0546,NO,L-003,ITEM-003,Management,PKG-002,DEL-002-03,Project Manager — coordination and oversight (6 hr),6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-03 / R-01) + Professional_Staff_Rates.csv (R-01: $165/hr),MED,PM oversight; County approval coordination; interdisciplinary coordination
DEL-002-03::L-004,EST_DEL-002-03_2026-02-27_0546,NO,L-004,ITEM-004,Management,PKG-002,DEL-002-03,Cost Estimator — quantity takeoff support (4 hr),4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-03 / R-08) + Professional_Staff_Rates.csv (R-08: $135/hr),MED,Estimator support for framing material takeoff and cost benchmarking
DEL-002-03::L-005,EST_DEL-002-03_2026-02-27_0546,NO,L-005,ITEM-005,Design-Structural,PKG-002,DEL-002-03,Internal QA review — quality review and cross-discipline coordination check,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 5; included in L-001 and L-003 hours,MED,QA review effort included within Structural Engineer and PM hours (no incremental cost)
DEL-002-03::L-006,EST_DEL-002-03_2026-02-27_0546,NO,L-006,ITEM-006,Design-Structural,PKG-002,DEL-002-03,P.Eng. stamp and signature — IFC drawing set,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 6; included in L-001 hours,MED,Stamp and signature effort included within Structural Engineer hours (no incremental cost)
DEL-002-03::L-007,EST_DEL-002-03_2026-02-27_0546,NO,L-007,ITEM-007,Management,PKG-002,DEL-002-03,County preliminary design submission and approval coordination,1,LS,0,0,CAD,PARAMETRIC,Specification REQ-FP-13; included in L-001 and L-003 hours,MED,County submission effort included within PM and Structural Engineer hours (no incremental cost)
DEL-002-04::L-001,EST_DEL-002-04_2026-02-27_0546,NO,L-001,ITEM-001,Design-Structural,PKG-002,DEL-002-04,Structural Engineer — design development and detail drawing production,84,hr,170,14280,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-002-04/R-14 + Professional_Staff_Rates.csv row R-14,MED,84 hr at $170/hr per LOE and staff rate tables
DEL-002-04::L-002,EST_DEL-002-04_2026-02-27_0546,NO,L-002,ITEM-002,Design-Structural,PKG-002,DEL-002-04,BIM Technician — CAD/BIM modelling and sheet production,36,hr,95,3420,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-002-04/R-13 + Professional_Staff_Rates.csv row R-13,MED,36 hr at $95/hr per LOE and staff rate tables
DEL-002-04::L-003,EST_DEL-002-04_2026-02-27_0546,NO,L-003,ITEM-003,Management,PKG-002,DEL-002-04,Project Manager — coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-002-04/R-01 + Professional_Staff_Rates.csv row R-01,MED,6 hr at $165/hr per LOE and staff rate tables
DEL-002-04::L-004,EST_DEL-002-04_2026-02-27_0546,NO,L-004,ITEM-004,Management,PKG-002,DEL-002-04,Cost Estimator — quantity takeoff and benchmarking support,4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-002-04/R-08 + Professional_Staff_Rates.csv row R-08,MED,4 hr at $135/hr per LOE and staff rate tables
DEL-002-04::L-005,EST_DEL-002-04_2026-02-27_0546,NO,L-005,ITEM-005,Design-Structural,PKG-002,DEL-002-04,Internal quality check — structural engineer QC review,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 14; effort included in L-001,MED,Lump-sum activity; labour effort captured in ITEM-001 Structural Engineer hours
DEL-002-04::L-006,EST_DEL-002-04_2026-02-27_0546,NO,L-006,ITEM-006,Management,PKG-002,DEL-002-04,Multi-discipline coordination review,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 15; effort included in L-003,MED,Lump-sum activity; labour effort captured in ITEM-003 PM hours
DEL-002-04::L-007,EST_DEL-002-04_2026-02-27_0546,NO,L-007,ITEM-007,Design-Structural,PKG-002,DEL-002-04,P.Eng. review and stamp — IFC drawing set,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 16; effort included in L-001,MED,Lump-sum activity; labour effort captured in ITEM-001 Structural Engineer hours
DEL-002-04::L-008,EST_DEL-002-04_2026-02-27_0546,NO,L-008,ITEM-008,Management,PKG-002,DEL-002-04,IFC issue and transmittal,1,LS,0,0,CAD,PARAMETRIC,Procedure Step 17; effort included in L-003,MED,Lump-sum activity; labour effort captured in ITEM-003 PM hours
DEL-002-05::L-001,EST_DEL-002-05_2026-02-27_0600,NO,L-001,ITEM-001,Design-Structural,PKG-002,DEL-002-05,Structural Engineer — mezzanine framing design and detailing,84,hr,170,14280,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-05 R-14) + Professional_Staff_Rates.csv (R-14),MED,84 hrs x $170/hr. Core design effort: analysis; member sizing; connection design; drawing production; IFC stamping.
DEL-002-05::L-002,EST_DEL-002-05_2026-02-27_0600,NO,L-002,ITEM-002,Design-Structural,PKG-002,DEL-002-05,BIM Technician — mezzanine framing drawing production and modelling,36,hr,95,3420,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-05 R-13) + Professional_Staff_Rates.csv (R-13),MED,36 hrs x $95/hr. 3D modelling; sheet setup; detail drafting; coordination.
DEL-002-05::L-003,EST_DEL-002-05_2026-02-27_0600,NO,L-003,ITEM-003,Management,PKG-002,DEL-002-05,Project Manager — coordination and oversight for mezzanine framing deliverable,6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-05 R-01) + Professional_Staff_Rates.csv (R-01),MED,6 hrs x $165/hr. PM coordination; Owner interface; IFC release oversight.
DEL-002-05::L-004,EST_DEL-002-05_2026-02-27_0600,NO,L-004,ITEM-004,Management,PKG-002,DEL-002-05,Cost Estimator — quantity takeoff and benchmarking support for mezzanine,4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-05 R-08) + Professional_Staff_Rates.csv (R-08),MED,4 hrs x $135/hr. QTO support and cost benchmarking for system selection.
DEL-002-05::L-005,EST_DEL-002-05_2026-02-27_0600,NO,L-005,ITEM-005,Design-Structural,PKG-002,DEL-002-05,Internal QA review of mezzanine drawing set (senior structural engineer review),1,LS,1360,1360,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-002),MED,Parametric: ~8 hrs senior structural engineer review x $170/hr. Independent review of member sizes; connections; code compliance.
DEL-002-05::L-006,EST_DEL-002-05_2026-02-27_0600,NO,L-006,ITEM-006,Design-Structural,PKG-002,DEL-002-05,Multi-discipline coordination review for mezzanine penetrations and clearances,1,LS,1020,1020,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-003),MED,Parametric: ~6 hrs structural engineer coordination x $170/hr. Coordination with Arch/Mech/Plumb/Elec per REQ-DS-012.
DEL-002-05::L-007,EST_DEL-002-05_2026-02-27_0600,NO,L-007,ITEM-007,Construction-Support,PKG-002,DEL-002-05,Construction support — shop drawing review for mezzanine steel framing,1,LS,1360,1360,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-004),MED,Parametric: ~8 hrs structural engineer review x $170/hr. Shop drawing review and response.
DEL-002-05::L-008,EST_DEL-002-05_2026-02-27_0600,NO,L-008,ITEM-008,Construction-Support,PKG-002,DEL-002-05,Construction support — field reviews and inspection during mezzanine erection,1,LS,2720,2720,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-005),MED,Parametric: ~16 hrs structural engineer field review x $170/hr. Covers embed inspection; erection inspection; guardrail/stair inspection; welding inspection.
DEL-002-05::L-009,EST_DEL-002-05_2026-02-27_0600,NO,L-009,ITEM-009,Design-Structural,PKG-002,DEL-002-05,Corrosion protection specification for wash bay zone steel framing,1,LS,680,680,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-006),MED,Parametric: ~4 hrs structural engineer x $170/hr. Corrosion spec development and coordination with DEL-002-12. Conditional on CF-DS-002 ruling.
DEL-002-05::L-010,EST_DEL-002-05_2026-02-27_0600,NO,L-010,ITEM-010,Design-Structural,PKG-002,DEL-002-05,Seismic design applicability determination and documentation,1,LS,680,680,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-007),MED,Parametric: ~4 hrs structural engineer x $170/hr. Seismic applicability per ABC; documented in DEL-002-10.
DEL-002-05::L-011,EST_DEL-002-05_2026-02-27_0600,NO,L-011,ITEM-011,Design-Structural,PKG-002,DEL-002-05,Fire protection applicability determination and documentation,1,LS,340,340,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-008),MED,Parametric: ~2 hrs structural engineer x $170/hr. Fire protection per ABC occupancy; documented in general notes.
DEL-002-05::L-012,EST_DEL-002-05_2026-02-27_0600,NO,L-012,ITEM-012,Management,PKG-002,DEL-002-05,Building permit submission support (mezzanine portion of structural package),1,LS,340,340,CAD,PARAMETRIC,Professional_Staff_Rates.csv (R-14) + Assumptions_Log.md (ASM-009),MED,Parametric: ~2 hrs structural engineer x $170/hr. Compile mezzanine drawings into building permit package per SOW-0006.
DEL-002-06::DL-001,EST_DEL-002-06_2026-02-27_0546,NO,DL-001,ITEM-001,LABOR-MGMT,PKG-002,DEL-002-06,Project Manager -- coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,PS-01 R-01 + PS-02 DEL-002-06/R-01,MED,6 hrs at $165/hr per LOE model
DEL-002-06::DL-002,EST_DEL-002-06_2026-02-27_0546,NO,DL-002,ITEM-002,LABOR-MGMT,PKG-002,DEL-002-06,Cost Estimator -- QTO and benchmarking support,4,hr,135,540,CAD,PARAMETRIC,PS-01 R-08 + PS-02 DEL-002-06/R-08,MED,4 hrs at $135/hr per LOE model
DEL-002-06::DL-003,EST_DEL-002-06_2026-02-27_0546,NO,DL-003,ITEM-003,LABOR-DESIGN,PKG-002,DEL-002-06,BIM Technician -- structural modeling and drawing production,36,hr,95,3420,CAD,PARAMETRIC,PS-01 R-13 + PS-02 DEL-002-06/R-13,MED,36 hrs at $95/hr per LOE model
DEL-002-06::DL-004,EST_DEL-002-06_2026-02-27_0546,NO,DL-004,ITEM-004,LABOR-DESIGN,PKG-002,DEL-002-06,Structural Engineer -- all design analysis; QA; P.Eng. stamp,84,hr,170,14280,CAD,PARAMETRIC,PS-01 R-14 + PS-02 DEL-002-06/R-14,MED,84 hrs at $170/hr per LOE model
DEL-002-06::DL-005,EST_DEL-002-06_2026-02-27_0546,NO,DL-005,ITEM-005,LABOR-DESIGN,PKG-002,DEL-002-06,Pit Geometry Confirmation (scope traceability -- cost in DL-001/DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 1,MED,Cost captured in DL-001 and DL-004; zero-amount scope trace line
DEL-002-06::DL-006,EST_DEL-002-06_2026-02-27_0546,NO,DL-006,ITEM-006,LABOR-DESIGN,PKG-002,DEL-002-06,Equipment Load Specification (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 2,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-007,EST_DEL-002-06_2026-02-27_0546,NO,DL-007,ITEM-007,LABOR-DESIGN,PKG-002,DEL-002-06,Geotechnical Integration (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 3,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-008,EST_DEL-002-06_2026-02-27_0546,NO,DL-008,ITEM-008,LABOR-DESIGN,PKG-002,DEL-002-06,Pit Wall Structural Design (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet -- Structural System Attributes -- Wall construction,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-009,EST_DEL-002-06_2026-02-27_0546,NO,DL-009,ITEM-009,LABOR-DESIGN,PKG-002,DEL-002-06,Pit Floor Slab Design (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Datasheet -- Structural System Attributes -- Floor slab,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-010,EST_DEL-002-06_2026-02-27_0546,NO,DL-010,ITEM-010,LABOR-DESIGN,PKG-002,DEL-002-06,Cover/Grating System Design (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification R-002 + R-005,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-011,EST_DEL-002-06_2026-02-27_0546,NO,DL-011,ITEM-011,LABOR-DESIGN,PKG-002,DEL-002-06,Edge Condition and Embedded Plate Detail (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Guidance C-4,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-012,EST_DEL-002-06_2026-02-27_0546,NO,DL-012,ITEM-012,LABOR-DESIGN,PKG-002,DEL-002-06,Access Detail -- Stair/Ladder (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification R-010,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-013,EST_DEL-002-06_2026-02-27_0546,NO,DL-013,ITEM-013,LABOR-DESIGN,PKG-002,DEL-002-06,Waterproofing and Drainage Provisions (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification R-009,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-014,EST_DEL-002-06_2026-02-27_0546,NO,DL-014,ITEM-014,LABOR-MGMT,PKG-002,DEL-002-06,Multi-Discipline Penetration Coordination (scope traceability -- cost in DL-001/DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 5,MED,Cost captured in DL-001 and DL-004; zero-amount scope trace line
DEL-002-06::DL-015,EST_DEL-002-06_2026-02-27_0546,NO,DL-015,ITEM-015,LABOR-DESIGN,PKG-002,DEL-002-06,Confined Space Compliance Determination (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification R-012,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-016,EST_DEL-002-06_2026-02-27_0546,NO,DL-016,ITEM-016,LABOR-DESIGN,PKG-002,DEL-002-06,Drawing Set Production -- 9 sheets (scope traceability -- cost in DL-003/DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 6,MED,Cost captured in DL-003 and DL-004; zero-amount scope trace line
DEL-002-06::DL-017,EST_DEL-002-06_2026-02-27_0546,NO,DL-017,ITEM-017,LABOR-DESIGN,PKG-002,DEL-002-06,Internal QA Review (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Procedure Step 7,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-06::DL-018,EST_DEL-002-06_2026-02-27_0546,NO,DL-018,ITEM-018,LABOR-DESIGN,PKG-002,DEL-002-06,P.Eng. Stamp and IFC Issue (scope traceability -- cost in DL-004),1,LS,0,0,CAD,PARAMETRIC,Specification R-007 + Procedure Step 8,MED,Cost captured in DL-004; zero-amount scope trace line
DEL-002-07::LN-001,EST_DEL-002-07_2026-02-27_0133,NO,LN-001,ITM-001,Design-Structural,PKG-002,DEL-002-07,Structural Engineer — crane support structure design,84,hr,170.00,14280.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-14 ($170/hr); Level_of_Effort.csv DEL-002-07 R-14 (84 hr),MED,Rate: R-14 Structural Engineer $170/hr; Hours: LOE parametric estimate
DEL-002-07::LN-002,EST_DEL-002-07_2026-02-27_0133,NO,LN-002,ITM-002,Design-Structural,PKG-002,DEL-002-07,BIM Technician — drawing production,36,hr,95.00,3420.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-13 ($95/hr); Level_of_Effort.csv DEL-002-07 R-13 (36 hr),MED,Rate: R-13 BIM Technician $95/hr; Hours: LOE parametric estimate
DEL-002-07::LN-003,EST_DEL-002-07_2026-02-27_0133,NO,LN-003,ITM-003,Management,PKG-002,DEL-002-07,Project Manager — coordination and oversight,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 ($165/hr); Level_of_Effort.csv DEL-002-07 R-01 (6 hr),MED,Rate: R-01 Project Manager $165/hr; Hours: LOE parametric estimate
DEL-002-07::LN-004,EST_DEL-002-07_2026-02-27_0133,NO,LN-004,ITM-004,Management,PKG-002,DEL-002-07,Cost Estimator — quantity takeoff and benchmarking,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 ($135/hr); Level_of_Effort.csv DEL-002-07 R-08 (4 hr),MED,Rate: R-08 Cost Estimator $135/hr; Hours: LOE parametric estimate
DEL-002-07::LN-005,EST_DEL-002-07_2026-02-27_0133,NO,LN-005,ITM-005,Design-Structural,PKG-002,DEL-002-07,Internal design review and QA/QC check,1,LS,0.00,0.00,CAD,PARAMETRIC,Assumptions_Log.md ASM-003,MED,No incremental cost — review effort is embedded in Structural Engineer (LN-001) and PM (LN-003) hours per LOE allocation
DEL-002-07::LN-006,EST_DEL-002-07_2026-02-27_0133,NO,LN-006,ITM-006,Design-Structural,PKG-002,DEL-002-07,Interdisciplinary coordination,1,LS,0.00,0.00,CAD,PARAMETRIC,Assumptions_Log.md ASM-004,MED,No incremental cost — coordination effort embedded in Structural Engineer and PM hours per LOE allocation
DEL-002-07::LN-007,EST_DEL-002-07_2026-02-27_0133,NO,LN-007,ITM-007,Management,PKG-002,DEL-002-07,County preliminary design review submission,1,LS,0.00,0.00,CAD,PARAMETRIC,Assumptions_Log.md ASM-005,MED,No incremental cost — effort embedded in PM and Structural Engineer hours; no separate submission fee
DEL-002-07::LN-008,EST_DEL-002-07_2026-02-27_0133,NO,LN-008,ITM-008,Design-Structural,PKG-002,DEL-002-07,P.Eng. stamp and IFC issuance,1,LS,0.00,0.00,CAD,PARAMETRIC,Assumptions_Log.md ASM-006,MED,No incremental cost — included in Structural Engineer hours; P.Eng. stamp is part of professional service
DEL-002-08::LN-001,EST_DEL-002-08_2026-02-28_0804,YES,LN-001,ITM-001,Management,PKG-002,DEL-002-08,Project Manager — coordination and oversight for embedment plan,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-002-08/R-01,MED,6 hrs x $165/hr
DEL-002-08::LN-002,EST_DEL-002-08_2026-02-28_0804,YES,LN-002,ITM-002,Management,PKG-002,DEL-002-08,Cost Estimator — quantity takeoff and benchmarking support,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-002-08/R-08,MED,4 hrs x $135/hr
DEL-002-08::LN-003,EST_DEL-002-08_2026-02-28_0804,YES,LN-003,ITM-003,Design,PKG-002,DEL-002-08,BIM Technician — CAD drawing production for plan and detail sheets,36,hr,95.00,3420.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-13 + Level_of_Effort.csv DEL-002-08/R-13,MED,36 hrs x $95/hr
DEL-002-08::LN-004,EST_DEL-002-08_2026-02-28_0804,YES,LN-004,ITM-004,Design,PKG-002,DEL-002-08,Structural Engineer — load analysis; anchor design; plate location; QA review; P.Eng. stamp,84,hr,170.00,14280.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-14 + Level_of_Effort.csv DEL-002-08/R-14,MED,84 hrs x $170/hr
DEL-002-08::LN-005,EST_DEL-002-08_2026-02-28_0804,YES,LN-005,ITM-005,Design,PKG-002,DEL-002-08,Inter-discipline coordination review (architectural; plumbing; mechanical),1,LS,0.00,0.00,CAD,PARAMETRIC,Procedure Step 7 — coordination review,LOW,Effort captured within ITM-004 Structural Engineer hours; no incremental cost line — coordination is embedded in engineering scope
DEL-002-08::LN-006,EST_DEL-002-08_2026-02-28_0804,YES,LN-006,ITM-006,Design,PKG-002,DEL-002-08,Independent peer review of IFC drawings,8,hr,170.00,1360.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-14 ($170/hr) + Decision_Log DEC-R01 (8 hrs allocated for peer review per plan),LOW,8 hrs R-14 Structural Engineer allocated for independent peer review; separate from the 84 hrs production in LN-004
DEL-002-09::LN-001,EST_DEL-002-09_2026-02-27_0630,NO,LN-001,ITM-001,Professional Services — Management,PKG-002,DEL-002-09,Project Manager — stair details coordination and oversight,6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-09 R-01) + Professional_Staff_Rates.csv (R-01),MED,6 hrs per LOE model; $165/hr per rate table
DEL-002-09::LN-002,EST_DEL-002-09_2026-02-27_0630,NO,LN-002,ITM-002,Professional Services — Management,PKG-002,DEL-002-09,Cost Estimator — quantity takeoff and benchmarking support,4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-09 R-08) + Professional_Staff_Rates.csv (R-08),MED,4 hrs per LOE model; $135/hr per rate table
DEL-002-09::LN-003,EST_DEL-002-09_2026-02-27_0630,NO,LN-003,ITM-003,Professional Services — Design,PKG-002,DEL-002-09,BIM Technician — stair detail modeling and sheet production,36,hr,95.00,3420.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-09 R-13) + Professional_Staff_Rates.csv (R-13),MED,36 hrs per LOE model; $95/hr per rate table
DEL-002-09::LN-004,EST_DEL-002-09_2026-02-27_0630,NO,LN-004,ITM-004,Professional Services — Design,PKG-002,DEL-002-09,Structural Engineer — stair structural design and drawing production,84,hr,170.00,14280.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-002-09 R-14) + Professional_Staff_Rates.csv (R-14),MED,84 hrs per LOE model; $170/hr per rate table
